current_day,current_week,current_year,hight_eat_meat_t0,hight_prob_eat_meat_day,hight_std_meat_day,hight_tax_meat_day,low_eat_meat_t0,low_prob_eat_meat_day,low_std_meat_day,low_tax_meat_day,prob_eat_meat_day,prob_eat_meat_t0,std_meat_day,tax_meat_day
13,2,2014,34.739165742959,0.67403827207477,50.755779216742,29.819504012429,0.0,0.0,0.0,0.0,0.67403827207477,0.72889992362553,50.755779216742,29.819504012429
14,2,2014,34.739165742959,0.67074775951462,54.77161471124,32.111502319706,0.0,0.0,0.0,0.0,0.67074775951462,0.72889992362553,54.77161471124,32.111502319706
15,3,2014,34.739165742959,0.66326170309622,55.354562315705,32.448473435517,0.0,0.0,0.0,0.0,0.66326170309622,0.72889992362553,55.354562315705,32.448473435517
16,3,2014,34.739165742959,0.65583294546335,59.619718814072,34.984522652496,0.0,0.0,0.0,0.0,0.65583294546335,0.72889992362553,59.619718814072,34.984522652496
17,3,2014,34.739165742959,0.65750372051811,57.012060668923,33.401373202324,0.0,0.0,0.0,0.0,0.65750372051811,0.72889992362553,57.012060668923,33.401373202324
18,3,2014,34.739165742959,0.64535797413808,61.102778767352,35.850500250693,0.0,0.0,0.0,0.0,0.64535797413808,0.72889992362553,61.102778767352,35.850500250693
19,3,2014,34.739165742959,0.66079087400518,56.638450276589,33.224650732877,0.0,0.0,0.0,0.0,0.66079087400518,0.72889992362553,56.638450276589,33.224650732877
20,3,2014,34.739165742959,0.66062912824458,58.035631057949,34.013831718135,0.0,0.0,0.0,0.0,0.66062912824458,0.72889992362553,58.035631057949,34.013831718135
21,3,2014,34.739165742959,0.6581094694687,52.479252478654,30.809360201373,0.0,0.0,0.0,0.0,0.6581094694687,0.72889992362553,52.479252478654,30.809360201373
22,4,2014,34.739165742959,0.68476492563857,58.079196932454,34.026147637499,0.0,0.0,0.0,0.0,0.68476492563857,0.72889992362553,58.079196932454,34.026147637499
23,4,2014,34.739165742959,0.64621208425893,60.250897543694,35.298090169236,0.0,0.0,0.0,0.0,0.64621208425893,0.72889992362553,60.250897543694,35.298090169236
24,4,2014,34.739165742959,0.67427942407572,54.686123024864,32.065353614316,0.0,0.0,0.0,0.0,0.67427942407572,0.72889992362553,54.686123024864,32.065353614316
25,4,2014,34.739165742959,0.6680421389361,59.441626004787,34.871282418823,0.0,0.0,0.0,0.0,0.6680421389361,0.72889992362553,59.441626004787,34.871282418823
26,4,2014,34.739165742959,0.67766939746039,55.442501508134,32.492523890024,0.0,0.0,0.0,0.0,0.67766939746039,0.72889992362553,55.442501508134,32.492523890024
27,4,2014,34.739165742959,0.68914409178392,56.738835253429,33.319306829818,0.0,0.0,0.0,0.0,0.68914409178392,0.72889992362553,56.738835253429,33.319306829818
28,4,2014,34.739165742959,0.65384850429716,63.165158993062,37.008870599576,0.0,0.0,0.0,0.0,0.65384850429716,0.72889992362553,63.165158993062,37.008870599576
29,5,2014,34.739165742959,0.6916372065579,58.626328049979,34.342197762909,0.0,0.0,0.0,0.0,0.6916372065579,0.72889992362553,58.626328049979,34.342197762909
30,5,2014,34.739165742959,0.67301585836093,51.32141264452,30.040426004304,0.0,0.0,0.0,0.0,0.67301585836093,0.72889992362553,51.32141264452,30.040426004304
31,5,2014,34.739165742959,0.66089723457663,54.848586451614,32.118478678446,0.0,0.0,0.0,0.0,0.66089723457663,0.72889992362553,54.848586451614,32.118478678446
32,5,2014,34.739165742959,0.67989745906751,51.499643810256,30.136970797311,0.0,0.0,0.0,0.0,0.67989745906751,0.72889992362553,51.499643810256,30.136970797311
33,5,2014,34.739165742959,0.65712651410992,59.437359985946,34.807947030435,0.0,0.0,0.0,0.0,0.65712651410992,0.72889992362553,59.437359985946,34.807947030435
34,5,2014,34.739165742959,0.66172374688272,54.819042181354,32.11093632479,0.0,0.0,0.0,0.0,0.66172374688272,0.72889992362553,54.819042181354,32.11093632479
35,5,2014,34.739165742959,0.65503323247611,53.048785599639,31.067798709138,0.0,0.0,0.0,0.0,0.65503323247611,0.72889992362553,53.048785599639,31.067798709138
36,6,2014,34.739165742959,0.65912475317605,53.656372627379,31.489516461665,0.0,0.0,0.0,0.0,0.65912475317605,0.72889992362553,53.656372627379,31.489516461665
37,6,2014,34.739165742959,0.67635756906887,55.985638867561,32.745640788097,0.0,0.0,0.0,0.0,0.67635756906887,0.72889992362553,55.985638867561,32.745640788097
38,6,2014,34.739165742959,0.6318018289221,63.26328787667,37.024958342424,0.0,0.0,0.0,0.0,0.6318018289221,0.72889992362553,63.26328787667,37.024958342424
39,6,2014,34.739165742959,0.64551468516797,52.044828665955,30.456170551499,0.0,0.0,0.0,0.0,0.64551468516797,0.72889992362553,52.044828665955,30.456170551499
40,6,2014,34.739165742959,0.63176180997409,63.465654634094,37.153418339669,0.0,0.0,0.0,0.0,0.63176180997409,0.72889992362553,63.465654634094,37.153418339669
41,6,2014,34.739165742959,0.68690774507236,60.239231439236,35.261640581207,0.0,0.0,0.0,0.0,0.68690774507236,0.72889992362553,60.239231439236,35.261640581207
42,6,2014,34.739165742959,0.68617151269222,62.021465933947,36.33750215008,0.0,0.0,0.0,0.0,0.68617151269222,0.72889992362553,62.021465933947,36.33750215008
43,7,2014,34.739165742959,0.66779696356882,59.647647598278,34.900120440951,0.0,0.0,0.0,0.0,0.66779696356882,0.72889992362553,59.647647598278,34.900120440951
44,7,2014,34.739165742959,0.67755707455562,59.187932164564,34.671462648238,0.0,0.0,0.0,0.0,0.67755707455562,0.72889992362553,59.187932164564,34.671462648238
45,7,2014,34.739165742959,0.66498565277532,54.673732257266,32.025330000857,0.0,0.0,0.0,0.0,0.66498565277532,0.72889992362553,54.673732257266,32.025330000857
46,7,2014,34.739165742959,0.66582288227545,57.901533648943,33.908808058057,0.0,0.0,0.0,0.0,0.66582288227545,0.72889992362553,57.901533648943,33.908808058057
47,7,2014,34.739165742959,0.66344536111443,60.271619655759,35.256040097626,0.0,0.0,0.0,0.0,0.66344536111443,0.72889992362553,60.271619655759,35.256040097626
48,7,2014,34.739165742959,0.66905677918011,61.723013499798,36.115281871967,0.0,0.0,0.0,0.0,0.66905677918011,0.72889992362553,61.723013499798,36.115281871967
49,7,2014,34.739165742959,0.6748125398229,57.173401909554,33.470946962546,0.0,0.0,0.0,0.0,0.6748125398229,0.72889992362553,57.173401909554,33.470946962546
50,8,2014,34.739165742959,0.66360430910045,56.956274650571,33.398824133279,0.0,0.0,0.0,0.0,0.66360430910045,0.72889992362553,56.956274650571,33.398824133279
51,8,2014,34.739165742959,0.65596880318441,53.53877937093,31.287500327896,0.0,0.0,0.0,0.0,0.65596880318441,0.72889992362553,53.53877937093,31.287500327896
52,8,2014,34.739165742959,0.64374146065206,57.933407373209,33.8812470499,0.0,0.0,0.0,0.0,0.64374146065206,0.72889992362553,57.933407373209,33.8812470499
53,8,2014,34.739165742959,0.66425181967469,56.144890831604,32.842137753853,0.0,0.0,0.0,0.0,0.66425181967469,0.72889992362553,56.144890831604,32.842137753853
54,8,2014,34.739165742959,0.65375516983637,54.244567189541,31.750905194461,0.0,0.0,0.0,0.0,0.65375516983637,0.72889992362553,54.244567189541,31.750905194461
55,8,2014,34.739165742959,0.6484203026411,64.706794395222,37.818417703109,0.0,0.0,0.0,0.0,0.6484203026411,0.72889992362553,64.706794395222,37.818417703109
56,8,2014,34.739165742959,0.65885640898733,57.493464578803,33.650190722437,0.0,0.0,0.0,0.0,0.65885640898733,0.72889992362553,57.493464578803,33.650190722437
57,9,2014,34.739165742959,0.64034266301639,56.436039835961,33.161973575469,0.0,0.0,0.0,0.0,0.64034266301639,0.72889992362553,56.436039835961,33.161973575469
58,9,2014,34.739165742959,0.66737936350547,54.217750044402,31.866805058688,0.0,0.0,0.0,0.0,0.66737936350547,0.72889992362553,54.217750044402,31.866805058688
59,9,2014,34.739165742959,0.66912534749675,59.644691350002,35.113059193224,0.0,0.0,0.0,0.0,0.66912534749675,0.72889992362553,59.644691350002,35.113059193224
60,9,2014,34.739165742959,0.68055909736571,60.467898420064,35.544578907611,0.0,0.0,0.0,0.0,0.68055909736571,0.72889992362553,60.467898420064,35.544578907611
61,9,2014,34.739165742959,0.66014771188089,60.501008365412,35.553540301531,0.0,0.0,0.0,0.0,0.66014771188089,0.72889992362553,60.501008365412,35.553540301531
62,9,2014,34.739165742959,0.66137572587349,59.197224307111,34.882163566944,0.0,0.0,0.0,0.0,0.66137572587349,0.72889992362553,59.197224307111,34.882163566944
63,9,2014,34.739165742959,0.66638988168592,59.532897656786,34.95640775884,0.0,0.0,0.0,0.0,0.66638988168592,0.72889992362553,59.532897656786,34.95640775884
64,10,2014,34.739165742959,0.67279893981549,58.106231917037,34.160319337276,0.0,0.0,0.0,0.0,0.67279893981549,0.72889992362553,58.106231917037,34.160319337276
65,10,2014,34.739165742959,0.6527617934503,57.880941611162,34.002141304265,0.0,0.0,0.0,0.0,0.6527617934503,0.72889992362553,57.880941611162,34.002141304265
66,10,2014,34.739165742959,0.67680869078444,59.165459955958,34.762479481614,0.0,0.0,0.0,0.0,0.67680869078444,0.72889992362553,59.165459955958,34.762479481614
67,10,2014,34.739165742959,0.65775187806303,56.251927158121,33.070499868132,0.0,0.0,0.0,0.0,0.65775187806303,0.72889992362553,56.251927158121,33.070499868132
68,10,2014,34.739165742959,0.66140438285484,62.048959411231,36.430334834557,0.0,0.0,0.0,0.0,0.66140438285484,0.72889992362553,62.048959411231,36.430334834557
69,10,2014,34.739165742959,0.67921121172327,59.365867601988,34.919579251405,0.0,0.0,0.0,0.0,0.67921121172327,0.72889992362553,59.365867601988,34.919579251405
70,10,2014,34.739165742959,0.67772977922612,54.46879141663,31.988826705274,0.0,0.0,0.0,0.0,0.67772977922612,0.72889992362553,54.46879141663,31.988826705274
71,11,2014,34.739165742959,0.64888150301305,61.773475127491,36.281090794343,0.0,0.0,0.0,0.0,0.64888150301305,0.72889992362553,61.773475127491,36.281090794343
72,11,2014,34.739165742959,0.66590897808936,63.098333983893,37.05166721597,0.0,0.0,0.0,0.0,0.66590897808936,0.72889992362553,63.098333983893,37.05166721597
73,11,2014,34.739165742959,0.67952245407348,55.599865596166,32.661569413131,0.0,0.0,0.0,0.0,0.67952245407348,0.72889992362553,55.599865596166,32.661569413131
74,11,2014,34.739165742959,0.6596372273166,66.5679476185,39.084315989529,0.0,0.0,0.0,0.0,0.6596372273166,0.72889992362553,66.5679476185,39.084315989529
75,11,2014,34.739165742959,0.67098152454218,56.298077850245,33.090266198317,0.0,0.0,0.0,0.0,0.67098152454218,0.72889992362553,56.298077850245,33.090266198317
76,11,2014,34.739165742959,0.67618402022999,56.372528804546,33.218092113298,0.0,0.0,0.0,0.0,0.67618402022999,0.72889992362553,56.372528804546,33.218092113298
77,11,2014,34.739165742959,0.66127834628905,59.702667928506,35.076512002502,0.0,0.0,0.0,0.0,0.66127834628905,0.72889992362553,59.702667928506,35.076512002502
78,12,2014,34.739165742959,0.68310097013946,62.708003054478,36.892470882008,0.0,0.0,0.0,0.0,0.68310097013946,0.72889992362553,62.708003054478,36.892470882008
79,12,2014,34.739165742959,0.67903697085611,56.543536698678,33.234155108948,0.0,0.0,0.0,0.0,0.67903697085611,0.72889992362553,56.543536698678,33.234155108948
80,12,2014,34.739165742959,0.66909947820929,59.247330286623,34.847207424749,0.0,0.0,0.0,0.0,0.66909947820929,0.72889992362553,59.247330286623,34.847207424749
81,12,2014,34.739165742959,0.67557490089438,53.34614620476,31.336871186696,0.0,0.0,0.0,0.0,0.67557490089438,0.72889992362553,53.34614620476,31.336871186696
82,12,2014,34.739165742959,0.66066596070435,57.708127980896,33.887850674167,0.0,0.0,0.0,0.0,0.66066596070435,0.72889992362553,57.708127980896,33.887850674167
83,12,2014,34.739165742959,0.66144903649439,56.318302328054,33.138619817051,0.0,0.0,0.0,0.0,0.66144903649439,0.72889992362553,56.318302328054,33.138619817051
84,12,2014,34.739165742959,0.66633794936168,56.887441815488,33.437284903651,0.0,0.0,0.0,0.0,0.66633794936168,0.72889992362553,56.887441815488,33.437284903651
85,13,2014,34.739165742959,0.66789079837247,56.784357669891,34.377087182427,0.0,0.0,0.0,0.0,0.66789079837247,0.72889992362553,56.784357669891,34.377087182427
86,13,2014,34.739165742959,0.65742617941284,55.708908111728,33.726502064796,0.0,0.0,0.0,0.0,0.65742617941284,0.72889992362553,55.708908111728,33.726502064796
87,13,2014,34.739165742959,0.66974259429421,58.201971675397,35.173885653713,0.0,0.0,0.0,0.0,0.66974259429421,0.72889992362553,58.201971675397,35.173885653713
88,13,2014,34.739165742959,0.67255895506344,59.003680434739,35.747938050161,0.0,0.0,0.0,0.0,0.67255895506344,0.72889992362553,59.003680434739,35.747938050161
89,13,2014,34.739165742959,0.67013163680042,61.054196723223,36.958394006431,0.0,0.0,0.0,0.0,0.67013163680042,0.72889992362553,61.054196723223,36.958394006431
90,13,2014,34.739165742959,0.66504325580289,55.324959842828,33.444387305958,0.0,0.0,0.0,0.0,0.66504325580289,0.72889992362553,55.324959842828,33.444387305958
91,13,2014,34.739165742959,0.67041824118891,53.087105591578,32.106232991178,0.0,0.0,0.0,0.0,0.67041824118891,0.72889992362553,53.087105591578,32.106232991178
92,14,2014,34.739165742959,0.65843461901518,61.321071456803,37.155364360689,0.0,0.0,0.0,0.0,0.65843461901518,0.72889992362553,61.321071456803,37.155364360689
93,14,2014,34.739165742959,0.65248315319091,61.814259264389,37.402750463502,0.0,0.0,0.0,0.0,0.65248315319091,0.72889992362553,61.814259264389,37.402750463502
94,14,2014,34.739165742959,0.64244554154461,53.890201598934,32.59344724984,0.0,0.0,0.0,0.0,0.64244554154461,0.72889992362553,53.890201598934,32.59344724984
95,14,2014,34.739165742959,0.66811898378292,57.250546121074,34.635569053748,0.0,0.0,0.0,0.0,0.66811898378292,0.72889992362553,57.250546121074,34.635569053748
96,14,2014,34.739165742959,0.69634414593508,55.83902726102,33.788370553784,0.0,0.0,0.0,0.0,0.69634414593508,0.72889992362553,55.83902726102,33.788370553784
97,14,2014,34.739165742959,0.65313981041206,55.898713896995,33.824583182343,0.0,0.0,0.0,0.0,0.65313981041206,0.72889992362553,55.898713896995,33.824583182343
98,14,2014,34.739165742959,0.67123847650062,54.701140741066,33.084826392479,0.0,0.0,0.0,0.0,0.67123847650062,0.72889992362553,54.701140741066,33.084826392479
99,15,2014,34.739165742959,0.68865258516105,51.818254875543,31.36038235747,0.0,0.0,0.0,0.0,0.68865258516105,0.72889992362553,51.818254875543,31.36038235747
100,15,2014,34.739165742959,0.68334143732421,52.515020926192,31.795329881475,0.0,0.0,0.0,0.0,0.68334143732421,0.72889992362553,52.515020926192,31.795329881475
101,15,2014,34.739165742959,0.68169414879001,50.526768328816,30.572152328818,0.0,0.0,0.0,0.0,0.68169414879001,0.72889992362553,50.526768328816,30.572152328818
102,15,2014,34.739165742959,0.67815782670124,61.960855465045,37.469288404387,0.0,0.0,0.0,0.0,0.67815782670124,0.72889992362553,61.960855465045,37.469288404387
103,15,2014,34.739165742959,0.68046092317466,58.999150972938,35.677645865677,0.0,0.0,0.0,0.0,0.68046092317466,0.72889992362553,58.999150972938,35.677645865677
104,15,2014,34.739165742959,0.65649426685925,60.56388239107,36.689933941805,0.0,0.0,0.0,0.0,0.65649426685925,0.72889992362553,60.56388239107,36.689933941805
105,15,2014,34.739165742959,0.67436394431716,55.662028075257,33.65857691115,0.0,0.0,0.0,0.0,0.67436394431716,0.72889992362553,55.662028075257,33.65857691115
106,16,2014,34.739165742959,0.67745685450902,51.855770963021,31.37756242036,0.0,0.0,0.0,0.0,0.67745685450902,0.72889992362553,51.855770963021,31.37756242036
107,16,2014,34.739165742959,0.666991533249,57.245256477954,34.674887373529,0.0,0.0,0.0,0.0,0.666991533249,0.72889992362553,57.245256477954,34.674887373529
108,16,2014,34.739165742959,0.67028053130364,59.367584863086,35.890370536288,0.0,0.0,0.0,0.0,0.67028053130364,0.72889992362553,59.367584863086,35.890370536288
109,16,2014,34.739165742959,0.67540887082599,55.819003335537,33.753213520662,0.0,0.0,0.0,0.0,0.67540887082599,0.72889992362553,55.819003335537,33.753213520662
110,16,2014,34.739165742959,0.6993460820603,54.848018440609,33.181848879026,0.0,0.0,0.0,0.0,0.6993460820603,0.72889992362553,54.848018440609,33.181848879026
111,16,2014,34.739165742959,0.67256383835214,56.486870163117,34.18010946448,0.0,0.0,0.0,0.0,0.67256383835214,0.72889992362553,56.486870163117,34.18010946448
112,16,2014,34.739165742959,0.66965385303115,61.095654015109,36.919528579552,0.0,0.0,0.0,0.0,0.66965385303115,0.72889992362553,61.095654015109,36.919528579552
113,17,2014,34.739165742959,0.67603773008953,55.466005461653,33.922796039451,0.0,0.0,0.0,0.0,0.67603773008953,0.72889992362553,55.466005461653,33.922796039451
114,17,2014,34.739165742959,0.67140816826421,55.497134103434,33.965596614329,0.0,0.0,0.0,0.0,0.67140816826421,0.72889992362553,55.497134103434,33.965596614329
115,17,2014,34.739165742959,0.66576280639722,57.959926505078,35.435913219895,0.0,0.0,0.0,0.0,0.66576280639722,0.72889992362553,57.959926505078,35.435913219895
116,17,2014,34.739165742959,0.67110001448217,59.036849438269,36.094898949865,0.0,0.0,0.0,0.0,0.67110001448217,0.72889992362553,59.036849438269,36.094898949865
117,17,2014,34.739165742959,0.69214424745674,57.37410759406,35.088234395384,0.0,0.0,0.0,0.0,0.69214424745674,0.72889992362553,57.37410759406,35.088234395384
118,17,2014,34.739165742959,0.65906297820493,56.25311953108,34.386675302572,0.0,0.0,0.0,0.0,0.65906297820493,0.72889992362553,56.25311953108,34.386675302572
119,17,2014,34.739165742959,0.69978840784998,54.145662619433,33.107050875164,0.0,0.0,0.0,0.0,0.69978840784998,0.72889992362553,54.145662619433,33.107050875164
120,18,2014,34.739165742959,0.68077363822788,59.58158077403,36.413018067734,0.0,0.0,0.0,0.0,0.68077363822788,0.72889992362553,59.58158077403,36.413018067734
121,18,2014,34.739165742959,0.65960998494209,57.537140002058,35.163363319079,0.0,0.0,0.0,0.0,0.65960998494209,0.72889992362553,57.537140002058,35.163363319079
122,18,2014,34.739165742959,0.66448032115628,54.924661639687,33.552671081156,0.0,0.0,0.0,0.0,0.66448032115628,0.72889992362553,54.924661639687,33.552671081156
123,18,2014,34.739165742959,0.65475529550488,55.603514456549,34.031694985608,0.0,0.0,0.0,0.0,0.65475529550488,0.72889992362553,55.603514456549,34.031694985608
124,18,2014,34.739165742959,0.67188512240374,55.674284455122,34.04259679121,0.0,0.0,0.0,0.0,0.67188512240374,0.72889992362553,55.674284455122,34.04259679121
125,18,2014,34.739165742959,0.67389774112968,62.577742948998,38.299311075566,0.0,0.0,0.0,0.0,0.67389774112968,0.72889992362553,62.577742948998,38.299311075566
126,18,2014,34.739165742959,0.68190924261978,51.400977908921,31.433039185147,0.0,0.0,0.0,0.0,0.68190924261978,0.72889992362553,51.400977908921,31.433039185147
127,19,2014,34.739165742959,0.67519594497206,62.591602331016,38.303906634886,0.0,0.0,0.0,0.0,0.67519594497206,0.72889992362553,62.591602331016,38.303906634886
128,19,2014,34.739165742959,0.68037884901919,66.175976509519,40.478163000631,0.0,0.0,0.0,0.0,0.68037884901919,0.72889992362553,66.175976509519,40.478163000631
129,19,2014,34.739165742959,0.66772288924733,60.610045034196,37.047820008501,0.0,0.0,0.0,0.0,0.66772288924733,0.72889992362553,60.610045034196,37.047820008501
130,19,2014,34.739165742959,0.67333163635259,60.553155980167,37.007805279691,0.0,0.0,0.0,0.0,0.67333163635259,0.72889992362553,60.553155980167,37.007805279691
131,19,2014,34.739165742959,0.67347996263399,59.489894998391,36.35381051869,0.0,0.0,0.0,0.0,0.67347996263399,0.72889992362553,59.489894998391,36.35381051869
132,19,2014,34.739165742959,0.66413068639777,56.555754338265,34.543359289643,0.0,0.0,0.0,0.0,0.66413068639777,0.72889992362553,56.555754338265,34.543359289643
133,19,2014,34.739165742959,0.67641632201874,56.739960980745,34.658186502407,0.0,0.0,0.0,0.0,0.67641632201874,0.72889992362553,56.739960980745,34.658186502407
134,20,2014,34.739165742959,0.65184629800571,54.248591218678,33.125830486104,0.0,0.0,0.0,0.0,0.65184629800571,0.72889992362553,54.248591218678,33.125830486104
135,20,2014,34.739165742959,0.69790663422352,58.30311060931,35.613137081624,0.0,0.0,0.0,0.0,0.69790663422352,0.72889992362553,58.30311060931,35.613137081624
136,20,2014,34.739165742959,0.66288097233053,55.024759707931,33.624640078662,0.0,0.0,0.0,0.0,0.66288097233053,0.72889992362553,55.024759707931,33.624640078662
137,20,2014,34.739165742959,0.69070828976705,56.815541323357,34.766828872479,0.0,0.0,0.0,0.0,0.69070828976705,0.72889992362553,56.815541323357,34.766828872479
138,20,2014,34.739165742959,0.66121501257658,59.538138747046,36.410994487319,0.0,0.0,0.0,0.0,0.66121501257658,0.72889992362553,59.538138747046,36.410994487319
139,20,2014,34.739165742959,0.69269032174704,54.942418477463,33.613163684095,0.0,0.0,0.0,0.0,0.69269032174704,0.72889992362553,54.942418477463,33.613163684095
140,20,2014,34.739165742959,0.68592140348468,54.959682423887,33.54248722208,0.0,0.0,0.0,0.0,0.68592140348468,0.72889992362553,54.959682423887,33.54248722208
141,21,2014,34.739165742959,0.67756162915708,62.791045793547,38.229766151271,0.0,0.0,0.0,0.0,0.67756162915708,0.72889992362553,62.791045793547,38.229766151271
142,21,2014,34.739165742959,0.66380663731225,62.065613682501,37.817878276701,0.0,0.0,0.0,0.0,0.66380663731225,0.72889992362553,62.065613682501,37.817878276701
143,21,2014,34.739165742959,0.64393769981942,60.660483928948,36.921503706665,0.0,0.0,0.0,0.0,0.64393769981942,0.72889992362553,60.660483928948,36.921503706665
144,21,2014,34.739165742959,0.65340986361829,62.092911573405,37.827887745027,0.0,0.0,0.0,0.0,0.65340986361829,0.72889992362553,62.092911573405,37.827887745027
145,21,2014,34.739165742959,0.67751667936608,57.158396205552,34.829743482867,0.0,0.0,0.0,0.0,0.67751667936608,0.72889992362553,57.158396205552,34.829743482867
146,21,2014,34.739165742959,0.65297479176035,61.716895168562,37.604512893338,0.0,0.0,0.0,0.0,0.65297479176035,0.72889992362553,61.716895168562,37.604512893338
147,21,2014,34.739165742959,0.69127331232565,59.891390948751,36.50068297617,0.0,0.0,0.0,0.0,0.69127331232565,0.72889992362553,59.891390948751,36.50068297617
148,22,2014,34.739165742959,0.65895568929833,56.595246199137,34.416949675265,0.0,0.0,0.0,0.0,0.65895568929833,0.72889992362553,56.595246199137,34.416949675265
149,22,2014,34.739165742959,0.67384611134291,63.38013106051,38.623932251742,0.0,0.0,0.0,0.0,0.67384611134291,0.72889992362553,63.38013106051,38.623932251742
150,22,2014,34.739165742959,0.67777306452226,61.83159904287,37.652719251126,0.0,0.0,0.0,0.0,0.67777306452226,0.72889992362553,61.83159904287,37.652719251126
151,22,2014,34.739165742959,0.65743465516389,56.109489853864,34.165182881441,0.0,0.0,0.0,0.0,0.65743465516389,0.72889992362553,56.109489853864,34.165182881441
152,22,2014,34.739165742959,0.63538466979253,59.561044805237,36.195388568208,0.0,0.0,0.0,0.0,0.63538466979253,0.72889992362553,59.561044805237,36.195388568208
153,22,2014,34.739165742959,0.68463577758726,55.412288559653,33.74685412251,0.0,0.0,0.0,0.0,0.68463577758726,0.72889992362553,55.412288559653,33.74685412251
154,22,2014,34.739165742959,0.66484967446838,57.399231598924,34.970857690785,0.0,0.0,0.0,0.0,0.66484967446838,0.72889992362553,57.399231598924,34.970857690785
155,23,2014,34.739165742959,0.66332320090064,58.731285254463,35.681970866219,0.0,0.0,0.0,0.0,0.66332320090064,0.72889992362553,58.731285254463,35.681970866219
156,23,2014,34.739165742959,0.64368615296534,61.627984565443,37.551738007489,0.0,0.0,0.0,0.0,0.64368615296534,0.72889992362553,61.627984565443,37.551738007489
157,23,2014,34.739165742959,0.66778103538116,56.431983649312,34.369725357831,0.0,0.0,0.0,0.0,0.66778103538116,0.72889992362553,56.431983649312,34.369725357831
158,23,2014,34.739165742959,0.66754639991939,55.767938724904,33.961358507428,0.0,0.0,0.0,0.0,0.66754639991939,0.72889992362553,55.767938724904,33.961358507428
159,23,2014,34.739165742959,0.65585446117562,55.076687163408,33.540960837124,0.0,0.0,0.0,0.0,0.65585446117562,0.72889992362553,55.076687163408,33.540960837124
160,23,2014,34.739165742959,0.68471107925404,63.409760030244,38.611365807952,0.0,0.0,0.0,0.0,0.68471107925404,0.72889992362553,63.409760030244,38.611365807952
161,23,2014,34.739165742959,0.68838086577643,55.595901485275,33.831045149424,0.0,0.0,0.0,0.0,0.68838086577643,0.72889992362553,55.595901485275,33.831045149424
162,24,2014,34.739165742959,0.67607238520452,58.338372155324,35.494736668533,0.0,0.0,0.0,0.0,0.67607238520452,0.72889992362553,58.338372155324,35.494736668533
163,24,2014,34.739165742959,0.67846294186966,61.670202885084,37.591718142487,0.0,0.0,0.0,0.0,0.67846294186966,0.72889992362553,61.670202885084,37.591718142487
164,24,2014,34.739165742959,0.65051828119296,57.132815335634,34.780923147317,0.0,0.0,0.0,0.0,0.65051828119296,0.72889992362553,57.132815335634,34.780923147317
165,24,2014,34.739165742959,0.67959631590481,62.957236999027,38.352774467287,0.0,0.0,0.0,0.0,0.67959631590481,0.72889992362553,62.957236999027,38.352774467287
166,24,2014,34.739165742959,0.66015747638092,57.090222007799,34.841816828507,0.0,0.0,0.0,0.0,0.66015747638092,0.72889992362553,57.090222007799,34.841816828507
167,24,2014,34.739165742959,0.69443669000532,55.850863201575,34.029502387223,0.0,0.0,0.0,0.0,0.69443669000532,0.72889992362553,55.850863201575,34.029502387223
