SSerial,Rsex,Rage,MeatEnv,MeatHlth,MeatWelf,livcost1,Country,MeatHab,REconAct,REarnD
351074.0,2,18.0,2,2,4,5,1,1,1,3
350531.0,1,40.0,2,2,2,5,1,1,1,0
351452.0,2,77.0,1,4,3,4,1,1,1,1
351152.0,2,69.0,2,2,2,5,1,1,0,0
350307.0,2,49.0,4,4,4,5,1,1,1,8
351808.0,2,78.0,1,4,2,4,1,1,0,0
350422.0,2,35.0,2,2,4,5,1,1,1,6
351334.0,2,26.0,3,3,4,5,1,1,1,3
350228.0,2,56.0,2,2,4,5,1,1,1,5
350183.0,1,69.0,3,4,5,5,1,1,0,0
352099.0,2,57.0,2,2,3,5,1,1,0,0
352182.0,1,70.0,4,2,2,5,1,1,1,2
351474.0,2,66.0,1,1,1,3,1,1,1,0
352849.0,2,68.0,3,2,2,5,1,1,0,0
350128.0,1,39.0,4,2,5,4,1,1,1,10
351493.0,2,43.0,5,5,4,5,1,1,1,3
351893.0,1,37.0,1,2,3,5,1,1,0,0
350890.0,1,66.0,4,3,3,4,1,1,0,0
352626.0,2,66.0,5,4,4,5,1,1,0,0
352387.0,1,76.0,4,4,4,5,1,1,0,0
352372.0,2,35.0,1,1,3,5,1,1,0,0
351586.0,1,59.0,4,4,4,4,1,1,0,0
352680.0,2,24.0,2,2,4,5,1,1,1,1
351205.0,2,54.0,2,2,3,5,1,1,1,7
350632.0,1,49.0,3,4,5,5,1,1,1,5
351482.0,2,24.0,1,1,2,5,1,1,0,0
352663.0,1,50.0,3,3,3,5,1,1,1,4
352679.0,2,55.0,4,4,3,5,1,1,0,0
350111.0,2,25.0,2,4,2,5,1,1,1,5
352670.0,1,62.0,3,3,3,5,1,1,1,0
352093.0,2,72.0,3,4,3,5,1,1,0,0
350040.0,1,54.0,5,3,3,5,1,1,1,6
352383.0,2,41.0,2,2,2,4,1,1,1,0
351711.0,1,21.0,2,3,2,5,1,1,0,0
351685.0,1,47.0,2,3,4,5,1,1,0,0
351211.0,2,46.0,1,1,4,5,1,1,1,0
352091.0,1,49.0,3,3,4,5,1,1,0,0
351096.0,2,35.0,3,2,2,5,1,1,1,4
350995.0,2,28.0,3,2,4,4,1,1,1,1
350864.0,2,60.0,3,4,3,5,1,1,1,4
352580.0,2,27.0,3,3,3,5,1,1,1,1
352823.0,2,36.0,4,4,3,4,1,1,1,2
351982.0,1,61.0,5,5,5,1,1,1,0,0
350230.0,2,70.0,3,3,3,4,1,1,0,0
351567.0,2,42.0,3,3,3,5,1,1,0,0
350905.0,2,83.0,3,3,3,4,1,1,0,0
350371.0,2,81.0,3,3,3,4,1,1,0,0
350516.0,1,47.0,3,4,4,4,1,1,1,6
352437.0,2,79.0,3,1,1,4,1,1,0,0
350546.0,2,75.0,3,3,2,4,1,1,0,0
351657.0,2,47.0,3,3,3,4,1,1,1,1
350770.0,2,18.0,3,3,3,4,1,1,1,2
350076.0,2,89.0,3,3,3,4,1,1,0,0
350391.0,1,75.0,3,3,3,4,1,1,0,0
352105.0,2,67.0,3,2,3,5,1,1,0,0
352788.0,1,61.0,3,3,3,4,1,1,1,7
350190.0,2,79.0,3,3,4,5,1,1,0,0
350018.0,2,56.0,3,3,4,5,1,1,0,0
350366.0,1,49.0,2,3,2,5,1,1,1,4
350978.0,2,70.0,3,2,2,5,1,1,0,0
352595.0,2,25.0,3,3,3,5,1,1,0,0
350015.0,2,25.0,2,2,3,3,1,1,0,0
350461.0,2,26.0,3,4,4,5,1,1,0,0
352249.0,2,28.0,2,2,3,5,1,1,1,2
351249.0,1,67.0,4,4,4,5,1,1,0,0
351508.0,2,32.0,2,4,2,5,1,1,1,4
350968.0,2,67.0,1,2,2,2,1,1,0,0
351654.0,2,32.0,1,2,2,5,1,1,1,1
350283.0,2,25.0,2,2,2,5,1,1,0,0
352100.0,2,38.0,2,2,2,5,1,1,0,0
350576.0,2,73.0,3,4,3,5,1,1,0,0
351418.0,1,74.0,2,2,2,5,1,1,0,0
351379.0,1,55.0,2,4,2,2,1,1,1,0
351398.0,1,30.0,3,3,3,5,1,1,0,0
351947.0,2,83.0,3,3,3,5,1,1,0,0
351496.0,2,44.0,3,3,2,5,1,1,1,0
350415.0,1,74.0,4,3,3,5,1,1,0,0
352648.0,1,73.0,4,2,4,2,1,1,0,0
351787.0,2,78.0,2,4,4,4,1,1,0,0
351736.0,2,22.0,3,4,4,4,1,1,1,1
350447.0,2,67.0,1,3,2,5,1,1,0,0
351678.0,2,61.0,3,3,3,4,1,1,1,1
350305.0,1,23.0,4,2,2,4,1,1,1,6
352564.0,2,39.0,5,5,5,5,1,0,1,2
351219.0,2,66.0,4,4,4,4,1,1,0,0
350945.0,2,53.0,3,2,4,5,1,1,1,5
350689.0,1,68.0,3,3,3,5,1,1,0,0
351022.0,2,51.0,3,2,3,5,1,1,1,0
352578.0,2,46.0,3,2,5,5,1,1,1,2
351360.0,2,79.0,4,4,4,5,1,1,0,0
352078.0,1,37.0,2,2,2,5,1,1,1,2
352122.0,1,69.0,3,2,3,5,1,1,0,0
352629.0,2,66.0,2,4,4,5,1,1,0,0
350620.0,1,58.0,4,3,2,5,1,1,0,0
351898.0,1,57.0,1,1,1,5,1,1,1,4
352089.0,1,78.0,3,3,3,4,1,1,0,0
351849.0,2,31.0,3,3,3,5,1,1,1,4
350169.0,2,71.0,4,4,4,5,1,1,0,0
350488.0,2,38.0,2,3,2,3,1,1,1,10
351677.0,1,52.0,3,2,3,4,1,1,1,4
350094.0,2,81.0,4,4,4,5,1,1,0,0
350343.0,2,37.0,2,4,3,5,1,1,0,0
350598.0,2,41.0,3,3,3,5,1,1,1,3
352132.0,1,61.0,1,1,1,5,1,1,1,1
350774.0,2,48.0,3,2,3,4,1,1,1,6
350347.0,2,30.0,4,2,4,5,1,1,0,0
352308.0,2,53.0,3,4,4,5,1,1,1,4
351122.0,2,46.0,3,3,3,5,1,1,1,4
351228.0,1,50.0,2,2,4,5,1,1,1,7
350552.0,2,55.0,3,3,4,5,1,1,1,5
351589.0,1,52.0,3,3,3,5,1,1,1,4
350558.0,2,54.0,4,4,4,5,1,1,1,2
351778.0,2,81.0,4,4,4,5,1,1,0,0
352062.0,2,43.0,2,2,2,5,1,1,1,1
352036.0,2,39.0,2,2,2,5,1,1,1,2
350322.0,1,27.0,5,4,4,5,1,1,1,5
350153.0,2,49.0,3,4,4,5,1,1,1,1
351299.0,2,35.0,3,5,3,5,1,0,0,0
352004.0,2,36.0,3,3,3,5,1,1,1,3
351549.0,2,26.0,3,4,3,5,1,1,1,4
351457.0,1,46.0,3,4,2,3,1,1,1,4
351020.0,2,65.0,1,2,2,4,1,1,0,0
352431.0,2,42.0,4,4,4,5,1,1,1,10
351936.0,2,68.0,4,4,4,5,1,1,0,0
351526.0,1,68.0,3,3,3,5,1,1,0,0
351643.0,1,25.0,2,2,4,5,1,1,0,0
351040.0,2,58.0,2,4,4,5,1,1,1,6
350919.0,1,44.0,4,4,4,5,1,0,0,0
350318.0,1,41.0,4,4,4,4,1,1,1,9
350621.0,1,67.0,3,4,4,5,1,1,0,0
351192.0,2,36.0,4,2,3,4,1,1,1,10
352321.0,2,27.0,3,1,5,5,1,1,0,0
351254.0,2,22.0,2,2,4,5,1,1,0,0
350564.0,2,68.0,4,4,5,5,1,1,0,0
350926.0,2,35.0,2,4,3,5,1,1,1,8
350633.0,1,40.0,3,3,3,5,1,1,1,8
350971.0,1,62.0,2,3,3,5,1,1,1,5
351958.0,1,49.0,3,4,3,2,1,1,1,8
351434.0,1,69.0,5,5,5,4,1,1,0,0
350943.0,1,31.0,3,2,4,5,1,1,1,9
350678.0,1,75.0,2,2,1,5,1,1,0,0
350122.0,1,51.0,2,1,2,5,1,1,1,1
350194.0,2,64.0,3,4,3,5,1,1,0,0
352700.0,2,70.0,4,2,4,4,1,1,0,0
352662.0,1,37.0,3,4,5,4,1,1,1,3
352068.0,1,32.0,3,4,4,5,1,1,0,0
352375.0,2,48.0,2,2,2,3,1,1,1,4
352454.0,2,38.0,3,3,2,5,1,1,1,3
350855.0,2,79.0,4,2,4,5,1,1,0,0
351189.0,1,84.0,2,4,4,2,1,1,0,0
350173.0,1,52.0,3,3,4,3,1,1,0,0
350579.0,2,64.0,3,3,3,5,1,1,1,0
350479.0,1,58.0,2,4,3,5,1,1,1,4
352140.0,1,77.0,4,4,4,4,1,1,0,0
350635.0,2,58.0,4,2,2,5,1,1,1,2
351577.0,2,39.0,4,4,2,5,1,1,0,0
352684.0,2,26.0,2,2,3,5,1,1,0,0
351481.0,2,26.0,2,2,2,4,1,1,1,2
351060.0,2,44.0,3,3,3,4,1,1,0,0
352357.0,2,43.0,3,2,2,5,1,1,0,0
352178.0,2,36.0,3,4,5,5,1,1,1,9
350404.0,1,63.0,4,4,4,5,1,1,0,0
350257.0,1,65.0,4,4,4,5,1,1,0,0
352139.0,1,65.0,2,2,2,5,1,1,1,9
350518.0,2,71.0,3,2,2,2,1,1,0,0
351346.0,1,47.0,2,2,2,5,1,1,1,5
352465.0,1,85.0,3,4,3,4,1,1,0,0
351325.0,1,60.0,1,2,2,5,1,1,1,7
352799.0,1,62.0,1,3,1,4,1,1,1,5
351964.0,1,48.0,2,2,2,5,1,1,1,10
352646.0,2,29.0,3,3,4,4,1,1,0,0
351130.0,1,69.0,1,1,3,5,1,1,0,0
352866.0,1,35.0,2,2,4,5,1,1,1,8
350009.0,2,62.0,5,4,4,4,1,1,1,3
352180.0,1,67.0,2,2,5,2,1,1,0,0
350504.0,2,65.0,3,2,4,5,1,1,0,0
352850.0,2,30.0,3,3,4,4,1,1,0,0
350929.0,2,46.0,4,4,5,5,1,1,0,0
351432.0,1,57.0,4,4,4,5,1,1,1,3
350800.0,1,53.0,3,4,4,5,1,1,1,7
351381.0,2,25.0,3,3,2,5,1,1,0,0
351620.0,2,41.0,5,4,4,5,1,1,1,9
351966.0,2,42.0,4,4,2,5,1,1,0,0
352523.0,1,69.0,4,2,5,4,1,1,0,0
350246.0,2,69.0,3,2,4,4,1,1,0,0
351934.0,1,52.0,5,5,5,4,1,1,1,5
350841.0,1,62.0,5,3,3,4,1,1,1,7
351680.0,1,27.0,3,4,3,4,1,1,1,7
350917.0,2,61.0,5,5,5,3,1,1,1,7
351373.0,2,69.0,4,4,4,5,1,1,0,0
350704.0,1,52.0,2,2,2,5,1,1,1,2
350456.0,1,61.0,2,3,2,4,1,1,0,0
352428.0,2,19.0,3,3,4,4,1,1,0,0
350590.0,2,46.0,2,2,4,1,1,1,1,3
352116.0,1,31.0,3,4,4,5,1,1,0,0
352104.0,2,48.0,3,3,3,5,1,1,1,3
352503.0,2,53.0,3,4,3,5,1,1,0,0
352582.0,1,42.0,2,2,2,5,1,1,1,7
352481.0,1,74.0,2,2,2,4,1,1,0,0
350808.0,2,48.0,2,2,4,5,1,1,0,0
350763.0,2,61.0,4,5,4,2,1,1,1,3
351406.0,2,42.0,2,3,4,5,1,1,0,0
352368.0,1,42.0,3,3,3,5,1,1,1,10
352006.0,2,25.0,4,4,4,4,1,1,0,0
351628.0,1,76.0,2,4,2,4,1,1,1,8
350592.0,2,68.0,4,4,4,2,1,1,0,0
351428.0,1,21.0,2,2,2,5,1,1,0,0
350069.0,1,42.0,3,5,4,4,1,1,1,5
350012.0,2,69.0,3,2,3,5,1,1,0,0
350013.0,1,71.0,3,2,3,5,1,1,0,0
352123.0,2,70.0,5,3,5,5,1,0,0,0
352206.0,2,36.0,3,3,4,5,1,1,1,6
350526.0,2,27.0,3,2,3,5,1,1,0,0
351266.0,2,66.0,2,2,2,5,1,1,0,0
350617.0,1,40.0,4,4,4,4,1,1,0,0
351321.0,2,59.0,1,2,3,5,1,1,0,0
352165.0,1,26.0,2,4,2,5,1,1,1,0
351631.0,2,47.0,4,4,3,5,1,1,0,0
352181.0,2,26.0,3,4,4,5,1,1,1,3
351035.0,1,74.0,2,2,2,5,1,1,0,0
351297.0,2,51.0,3,3,3,5,1,1,1,2
351206.0,1,74.0,2,4,2,5,1,1,0,0
352521.0,2,52.0,2,3,4,5,1,1,1,3
351147.0,2,72.0,3,4,4,1,1,1,0,0
350123.0,2,44.0,2,2,2,5,1,1,1,10
352587.0,1,49.0,2,2,2,5,1,1,0,0
350924.0,2,38.0,3,2,4,5,1,1,0,0
352683.0,2,89.0,3,3,3,5,1,1,0,0
350922.0,1,76.0,2,2,0,3,1,1,0,0
352194.0,1,70.0,2,4,5,5,1,1,0,0
351294.0,2,53.0,1,2,2,5,1,1,0,0
350510.0,1,34.0,2,2,4,5,1,1,1,2
350364.0,2,81.0,2,2,2,5,1,1,0,0
350170.0,1,39.0,4,4,3,4,1,1,1,10
350475.0,1,63.0,4,4,4,4,1,1,1,4
350450.0,1,78.0,1,1,1,5,1,1,1,3
350086.0,2,46.0,4,4,5,4,1,1,0,0
351550.0,1,58.0,2,2,4,5,1,1,1,7
351328.0,2,62.0,2,2,2,5,1,1,0,0
351501.0,2,35.0,3,4,3,5,1,1,1,4
352873.0,2,53.0,4,4,3,5,1,1,1,9
350342.0,2,38.0,3,3,2,5,1,1,1,9
350112.0,1,53.0,1,4,2,2,1,1,1,10
351116.0,2,45.0,5,5,4,5,1,1,1,3
351931.0,2,54.0,3,3,3,4,1,1,0,0
350341.0,2,30.0,4,4,4,5,1,1,1,3
351541.0,1,36.0,3,4,4,4,1,1,1,7
351293.0,2,80.0,3,2,2,5,1,1,0,0
352783.0,2,47.0,3,2,4,4,1,1,1,9
352443.0,1,67.0,2,3,2,4,1,1,0,0
350087.0,2,74.0,3,3,3,5,1,1,1,0
350174.0,1,43.0,5,5,4,3,1,1,1,6
350803.0,2,60.0,4,4,4,5,1,1,0,0
351448.0,2,56.0,3,5,1,4,1,1,1,0
352835.0,1,42.0,4,4,2,5,1,1,1,0
350751.0,2,69.0,4,4,4,5,1,1,1,4
351845.0,2,60.0,2,2,1,5,1,1,0,0
350735.0,1,38.0,4,4,4,5,1,1,1,0
351621.0,2,62.0,4,4,4,5,1,1,1,0
351220.0,2,80.0,5,4,3,5,1,1,0,0
350312.0,1,32.0,3,3,5,4,1,1,1,2
351139.0,2,65.0,2,4,2,5,1,1,1,0
351762.0,2,43.0,2,2,2,5,1,1,0,0
350258.0,2,48.0,3,2,4,5,1,0,1,0
351636.0,2,68.0,3,4,4,5,1,1,0,0
351949.0,2,54.0,4,5,4,5,1,1,1,6
352151.0,1,73.0,3,4,2,4,1,1,0,0
350652.0,1,93.0,3,3,3,4,1,1,0,0
350400.0,2,60.0,3,4,4,5,1,1,1,0
352438.0,1,57.0,5,5,5,5,1,0,1,0
351345.0,1,71.0,2,3,3,5,1,1,0,0
351847.0,1,72.0,3,3,4,5,1,1,0,0
351401.0,1,33.0,1,4,4,4,1,1,1,5
352429.0,1,76.0,2,2,2,4,1,1,0,0
351891.0,2,47.0,2,2,2,5,1,1,1,0
352711.0,2,57.0,2,3,2,4,1,1,1,0
350981.0,2,43.0,5,5,5,3,1,1,1,8
351587.0,2,59.0,3,4,1,5,1,1,0,0
350079.0,1,25.0,2,2,5,5,1,1,1,4
352076.0,1,47.0,4,3,2,5,1,1,1,5
351395.0,2,61.0,2,2,2,5,1,1,1,3
351840.0,1,79.0,3,2,3,5,1,1,0,0
352224.0,1,28.0,3,2,3,4,1,1,1,0
352320.0,1,56.0,3,3,3,5,1,1,0,0
350333.0,1,51.0,4,2,4,4,1,1,1,4
351153.0,2,37.0,2,2,0,5,1,1,0,0
350812.0,2,42.0,2,1,5,5,1,1,0,0
350648.0,1,59.0,2,2,4,5,1,1,0,0
351287.0,2,84.0,2,3,2,5,1,1,0,0
350055.0,2,57.0,1,1,1,5,1,1,1,10
352833.0,1,68.0,2,4,5,5,1,1,0,0
352860.0,2,47.0,2,4,4,5,1,1,1,2
352766.0,2,34.0,1,1,1,5,1,1,0,0
350748.0,2,53.0,2,2,2,5,1,1,0,0
351635.0,2,66.0,2,3,3,5,1,1,0,0
350984.0,1,70.0,3,3,4,5,1,1,0,0
352397.0,2,59.0,3,4,3,5,1,1,1,0
352522.0,2,67.0,4,4,4,5,1,1,0,0
351971.0,1,68.0,2,2,4,5,1,1,0,0
351370.0,1,43.0,2,2,2,4,1,1,1,0
351652.0,1,32.0,4,3,3,5,1,1,1,0
350368.0,2,22.0,4,2,4,5,1,1,0,0
350547.0,1,42.0,3,4,4,4,1,1,1,0
350222.0,1,53.0,1,1,3,5,1,1,1,3
352402.0,2,33.0,4,4,4,4,1,1,0,0
350741.0,2,33.0,2,4,4,4,1,1,0,0
352591.0,1,41.0,2,4,2,5,1,1,1,0
352136.0,2,74.0,3,4,4,5,1,1,0,0
352497.0,2,65.0,3,4,4,5,1,1,0,0
351738.0,2,69.0,4,4,4,5,1,1,0,0
350482.0,2,35.0,2,2,2,5,1,1,1,4
350053.0,2,32.0,3,3,3,5,1,0,0,0
351668.0,1,85.0,2,1,2,5,1,1,0,0
351114.0,2,50.0,2,4,4,1,1,1,0,0
351665.0,1,55.0,4,4,1,3,1,1,0,0
352705.0,1,49.0,3,3,3,5,1,1,1,9
351423.0,1,62.0,4,4,2,2,1,1,1,1
351138.0,2,21.0,2,2,4,4,1,1,0,0
350384.0,2,76.0,3,2,3,4,1,1,0,0
350299.0,2,74.0,2,2,3,5,1,1,0,0
352408.0,2,57.0,2,2,4,5,1,1,0,0
350920.0,2,20.0,3,3,4,5,1,1,0,0
350303.0,2,54.0,2,4,3,5,1,1,1,9
352703.0,1,43.0,2,2,2,4,1,1,1,10
352844.0,1,39.0,4,4,0,5,1,1,1,0
352635.0,2,35.0,3,3,5,5,1,1,1,2
351280.0,2,51.0,1,1,1,5,1,1,0,0
351580.0,1,32.0,4,4,4,4,1,1,0,0
351057.0,2,18.0,4,2,4,4,1,1,0,0
350997.0,2,62.0,3,2,2,5,1,1,0,0
350720.0,2,56.0,2,3,2,5,1,1,1,2
352227.0,1,32.0,3,2,2,5,1,1,1,6
351306.0,1,47.0,2,2,2,5,1,1,1,3
350413.0,2,56.0,3,3,3,5,1,1,1,5
352278.0,2,79.0,4,3,3,5,1,1,0,0
351695.0,1,50.0,2,2,4,5,1,1,1,0
352686.0,1,50.0,5,2,2,5,1,1,1,4
351503.0,1,64.0,2,2,2,5,1,1,0,0
350354.0,2,79.0,4,4,4,5,1,1,0,0
352492.0,2,76.0,3,3,3,4,1,1,0,0
350202.0,2,54.0,2,2,4,5,1,1,1,5
352349.0,1,69.0,3,3,2,4,1,1,0,0
351000.0,1,38.0,2,2,2,5,1,1,1,6
350038.0,1,21.0,2,2,2,5,1,1,0,0
350838.0,2,24.0,3,3,3,5,1,1,1,1
350221.0,1,72.0,2,1,3,5,1,1,0,0
352162.0,2,18.0,2,2,4,5,1,1,1,2
352791.0,2,31.0,3,4,2,5,1,1,0,0
350179.0,1,56.0,3,4,4,5,1,1,1,8
351649.0,2,57.0,2,2,2,5,1,1,1,1
352449.0,2,51.0,3,4,3,5,1,1,1,8
351673.0,2,28.0,2,2,4,3,1,1,1,1
352196.0,2,55.0,2,2,2,5,1,1,0,0
350513.0,2,57.0,5,1,4,5,1,1,1,5
351055.0,2,58.0,2,2,1,4,1,1,1,10
352489.0,2,77.0,4,3,4,5,1,1,0,0
352183.0,1,41.0,4,3,4,5,1,1,0,0
350498.0,2,42.0,5,4,4,4,1,0,1,5
351751.0,2,35.0,3,5,4,5,1,1,1,9
352601.0,1,64.0,3,3,4,4,1,1,0,0
351719.0,2,38.0,4,3,3,4,1,1,1,5
350775.0,2,68.0,2,2,2,5,1,1,1,3
352649.0,2,19.0,2,2,4,5,1,1,0,0
352505.0,2,62.0,4,4,3,5,1,1,0,0
350339.0,1,77.0,2,3,3,5,1,1,0,0
351785.0,1,81.0,2,4,3,2,1,1,0,0
350815.0,2,80.0,3,3,3,3,1,1,0,0
352223.0,2,79.0,5,5,5,5,1,1,0,0
352754.0,1,49.0,2,2,2,4,1,1,1,10
350425.0,2,46.0,1,4,2,5,1,1,1,8
351459.0,1,53.0,3,4,4,5,1,1,0,0
350897.0,2,53.0,3,4,5,5,1,1,1,4
350064.0,2,43.0,2,2,2,5,1,1,1,0
352328.0,2,78.0,2,4,4,5,1,1,0,0
350985.0,1,69.0,4,4,5,5,1,0,0,0
351570.0,2,58.0,3,2,2,5,1,1,1,0
350457.0,1,59.0,3,3,3,4,1,1,1,0
351798.0,1,46.0,3,2,4,5,1,1,1,0
350932.0,1,41.0,3,4,5,4,1,0,1,7
351800.0,1,46.0,2,3,3,3,1,1,1,0
350110.0,2,47.0,2,2,2,5,1,1,0,0
351046.0,2,75.0,5,5,5,4,1,0,0,0
350409.0,1,57.0,2,2,2,5,1,1,0,0
351250.0,2,55.0,4,4,3,5,1,1,1,0
350900.0,1,48.0,3,2,2,5,1,1,1,7
352419.0,1,54.0,1,1,1,4,1,1,1,4
351214.0,2,83.0,2,1,1,5,1,1,0,0
350870.0,1,58.0,1,1,1,5,1,1,1,4
352291.0,1,73.0,1,5,0,5,1,1,0,0
350577.0,1,80.0,1,1,1,5,1,1,0,0
351365.0,2,83.0,2,2,2,5,1,1,0,0
351536.0,1,92.0,3,1,1,2,1,1,0,0
350435.0,2,56.0,1,1,1,4,1,1,1,1
351533.0,1,72.0,3,2,3,5,1,1,0,0
351667.0,1,26.0,3,1,1,5,1,1,0,0
352588.0,2,42.0,1,2,2,5,1,1,1,0
350714.0,2,52.0,1,1,1,5,1,1,1,2
352240.0,2,60.0,2,5,2,5,1,1,0,0
351238.0,2,46.0,5,5,5,5,1,0,1,7
351303.0,2,24.0,3,4,4,5,1,1,0,0
351715.0,2,86.0,2,2,2,5,1,1,0,0
350553.0,1,49.0,2,4,4,5,1,1,1,8
350392.0,1,70.0,2,4,3,4,1,1,0,0
350100.0,2,80.0,2,4,4,5,1,1,0,0
351410.0,1,63.0,3,3,4,5,1,1,1,4
352235.0,1,42.0,5,4,5,4,1,1,1,5
352597.0,1,60.0,3,4,3,4,1,1,0,0
352273.0,2,76.0,4,4,5,5,1,1,0,0
351371.0,1,34.0,5,2,3,4,1,1,1,4
351066.0,1,38.0,5,5,4,5,1,1,1,10
350993.0,2,21.0,4,4,5,5,1,1,0,0
350104.0,2,59.0,2,2,2,5,1,1,0,0
350903.0,1,52.0,5,5,5,5,1,1,1,1
352820.0,2,64.0,2,2,4,5,1,1,0,0
351083.0,1,49.0,2,2,4,5,1,1,1,3
350676.0,1,49.0,2,2,2,5,1,1,0,0
351865.0,1,73.0,2,4,4,5,1,1,0,0
351045.0,1,61.0,2,2,2,4,1,1,0,0
351909.0,1,38.0,4,4,4,5,1,1,0,0
352636.0,1,71.0,3,2,2,5,1,1,0,0
352084.0,2,22.0,4,3,3,5,1,1,1,4
350773.0,1,55.0,3,4,3,5,1,1,1,9
352208.0,2,35.0,3,4,4,5,1,1,1,6
352067.0,2,55.0,4,2,2,5,1,1,0,0
350806.0,1,67.0,2,2,2,4,1,1,0,0
350551.0,1,57.0,1,1,1,5,1,1,1,0
351663.0,1,20.0,4,4,5,4,1,1,0,0
351275.0,2,55.0,5,4,5,4,1,1,0,0
350672.0,1,36.0,2,2,3,4,1,1,1,4
351232.0,2,47.0,1,2,2,5,1,1,1,4
352319.0,2,66.0,1,2,5,5,1,1,1,10
352843.0,1,45.0,3,4,2,5,1,1,1,8
350361.0,1,70.0,2,2,2,5,1,1,0,0
350574.0,2,65.0,4,4,4,2,1,1,1,7
351062.0,1,65.0,2,4,3,4,1,1,0,0
351278.0,2,57.0,2,4,3,5,1,1,1,9
351827.0,2,19.0,2,2,3,4,1,1,0,0
351542.0,1,56.0,4,4,3,4,1,1,1,10
350267.0,2,63.0,2,4,3,5,1,1,0,0
351747.0,2,79.0,3,2,2,5,1,1,0,0
351825.0,1,64.0,2,3,3,5,1,1,0,0
352734.0,2,55.0,3,2,4,5,1,1,1,2
352548.0,2,56.0,2,3,3,5,1,1,0,0
351811.0,2,78.0,4,4,4,5,1,1,0,0
351005.0,2,89.0,3,3,4,5,1,1,0,0
351594.0,1,68.0,4,4,4,5,1,1,0,0
351447.0,1,62.0,3,2,2,5,1,1,1,3
351627.0,2,35.0,2,2,2,5,1,1,0,0
352272.0,1,42.0,5,5,5,5,1,0,1,9
350231.0,1,28.0,4,4,4,4,1,1,0,0
351331.0,2,35.0,2,2,4,5,1,1,0,0
351071.0,1,69.0,5,5,3,4,1,1,0,0
351788.0,2,49.0,4,4,4,5,1,1,0,0
352054.0,2,56.0,3,4,3,5,1,1,1,7
352658.0,2,45.0,2,4,5,4,1,1,1,10
350956.0,2,33.0,4,4,4,4,1,1,0,0
351229.0,2,25.0,1,1,1,5,1,1,0,0
352536.0,2,52.0,3,4,2,4,1,1,1,3
352161.0,1,43.0,3,3,2,5,1,1,1,9
351134.0,1,56.0,3,3,3,5,1,1,1,9
352199.0,1,35.0,3,3,5,5,1,1,1,9
350059.0,2,26.0,4,2,3,5,1,1,0,0
351571.0,2,83.0,4,4,4,4,1,1,0,0
352112.0,1,66.0,5,2,2,5,1,1,1,6
350196.0,1,26.0,2,1,1,5,1,1,1,7
350138.0,1,58.0,5,5,5,4,1,0,1,1
351590.0,1,45.0,2,2,3,5,1,1,1,4
351521.0,1,27.0,1,1,1,5,1,1,1,5
351760.0,2,66.0,4,4,3,5,1,1,0,0
352011.0,1,43.0,4,3,2,3,1,1,1,10
352776.0,2,56.0,3,4,3,5,1,1,1,9
350274.0,2,36.0,3,2,2,5,1,1,1,7
350507.0,1,45.0,5,5,5,4,1,0,1,10
350962.0,2,54.0,3,4,3,5,1,0,1,2
351993.0,1,33.0,3,3,3,5,1,1,1,6
351127.0,1,64.0,2,4,2,5,1,1,1,4
351098.0,2,36.0,2,2,2,4,1,1,1,8
350106.0,1,34.0,3,2,3,4,1,1,1,7
350114.0,1,43.0,3,3,3,5,1,1,0,0
351419.0,1,40.0,3,4,4,4,1,1,1,4
350731.0,2,78.0,2,2,2,4,1,1,0,0
352600.0,2,56.0,3,4,3,4,1,1,1,7
350369.0,2,40.0,4,4,4,5,1,1,0,0
350811.0,2,60.0,1,1,1,5,1,1,0,0
351829.0,2,69.0,2,4,4,5,1,1,0,0
352283.0,2,36.0,1,1,1,5,1,1,1,8
352218.0,2,64.0,2,2,2,4,1,1,0,0
351177.0,1,64.0,3,4,3,4,1,1,1,10
351889.0,2,43.0,2,3,4,5,1,1,1,4
351833.0,2,49.0,4,4,3,5,1,1,1,2
351717.0,1,18.0,2,4,2,5,1,1,0,0
351274.0,2,58.0,3,3,4,3,1,1,1,8
350512.0,1,25.0,4,2,2,4,1,1,1,8
351556.0,2,78.0,2,2,2,5,1,1,0,0
352854.0,2,56.0,4,2,5,4,1,1,0,0
352730.0,1,35.0,4,5,5,5,1,1,1,4
350712.0,1,25.0,4,2,4,4,1,1,1,6
351791.0,2,38.0,4,4,4,5,1,1,0,0
350386.0,1,37.0,3,3,3,5,1,1,1,5
352539.0,2,28.0,2,2,2,5,1,1,0,0
351178.0,2,50.0,3,4,2,5,1,1,0,0
351412.0,1,40.0,2,3,2,5,1,1,1,6
351869.0,1,78.0,4,4,4,5,1,1,0,0
351338.0,1,44.0,2,4,4,4,1,1,0,0
351137.0,2,19.0,3,4,4,5,1,1,0,0
352761.0,2,45.0,2,2,4,5,1,1,0,0
352118.0,1,36.0,4,2,0,4,1,1,1,5
351429.0,1,77.0,1,4,2,4,1,1,0,0
352450.0,2,48.0,3,2,4,5,1,1,1,2
352693.0,2,54.0,4,4,4,5,1,1,0,0
351272.0,1,77.0,4,4,3,4,1,1,0,0
350370.0,1,43.0,2,2,2,5,1,1,1,2
350682.0,1,52.0,2,4,4,5,1,1,1,5
351316.0,2,55.0,2,2,2,5,1,1,0,0
350681.0,2,67.0,4,3,5,4,1,0,1,6
351925.0,2,80.0,4,4,2,5,1,1,0,0
