SSerial,Rsex,Rage,MeatEnv,MeatHlth,MeatWelf,livcost1,Country,MeatHab,REconAct,REarnD
352675.0,2,39.0,4,4,4,5,1,0,1,5
351908.0,2,40.0,4,4,3,5,1,1,0,0
352586.0,1,39.0,5,5,3,5,1,0,1,10
350881.0,2,39.0,2,2,2,4,1,1,1,10
351856.0,1,66.0,3,2,5,5,1,1,0,0
352821.0,2,30.0,2,2,2,4,1,1,1,2
351487.0,2,38.0,3,3,4,5,1,1,0,0
351916.0,2,28.0,4,4,2,5,1,1,0,0
350760.0,1,70.0,4,4,2,5,1,1,0,0
350332.0,2,60.0,2,3,2,5,1,1,0,0
350603.0,2,54.0,4,5,4,5,1,1,0,0
350357.0,2,36.0,4,3,4,5,1,1,0,0
350618.0,2,80.0,5,4,3,5,1,1,0,0
352056.0,1,51.0,2,2,2,5,1,1,1,7
351384.0,1,67.0,4,4,3,5,1,1,0,0
352369.0,1,79.0,4,3,3,5,1,1,0,0
350171.0,2,56.0,2,4,4,5,1,1,1,7
352458.0,2,59.0,4,4,3,5,1,1,1,2
352027.0,1,47.0,4,4,5,5,1,1,1,9
350515.0,2,43.0,4,5,4,5,1,1,1,2
351018.0,2,55.0,3,3,3,5,1,1,1,3
352197.0,2,37.0,5,5,5,4,1,1,1,8
351744.0,1,90.0,1,1,1,2,1,1,0,0
352333.0,1,35.0,1,1,1,5,1,1,1,10
351523.0,2,50.0,4,4,5,5,1,1,1,1
350851.0,1,28.0,4,2,3,5,1,1,1,10
350304.0,1,34.0,2,2,2,5,1,1,0,0
351348.0,2,27.0,3,3,3,5,1,1,0,0
352306.0,2,63.0,3,3,3,4,1,1,0,0
351712.0,1,41.0,3,4,3,4,1,1,1,10
352697.0,2,49.0,5,5,5,5,1,1,1,4
352615.0,2,55.0,2,2,2,4,1,1,0,0
350356.0,2,27.0,2,2,4,5,1,1,1,4
350454.0,2,50.0,4,4,4,5,1,1,1,6
351873.0,1,65.0,3,3,3,5,1,1,0,0
352191.0,2,70.0,3,3,3,5,1,1,0,0
352668.0,1,42.0,4,4,4,3,1,0,1,8
350326.0,2,39.0,5,5,5,5,1,1,1,8
350143.0,2,29.0,4,5,3,5,1,1,1,2
351803.0,1,40.0,2,2,4,5,1,1,1,10
351605.0,1,85.0,4,2,2,4,1,1,0,0
352733.0,2,59.0,2,4,4,4,1,1,1,9
351653.0,2,67.0,4,4,4,4,1,1,1,7
351265.0,2,29.0,3,1,3,5,1,1,0,0
351227.0,1,71.0,3,2,1,5,1,1,0,0
351199.0,2,37.0,3,2,4,4,1,1,0,0
351795.0,2,34.0,5,2,4,3,1,1,0,0
351478.0,2,54.0,2,4,4,5,1,1,0,0
350445.0,1,61.0,4,4,4,5,1,1,1,10
350663.0,1,18.0,4,2,2,5,1,1,1,5
350207.0,1,53.0,2,2,1,5,1,1,1,9
350622.0,2,72.0,3,4,4,5,1,1,0,0
350249.0,1,54.0,3,4,4,5,1,1,0,0
350121.0,2,23.0,5,3,5,5,1,1,1,5
352313.0,1,32.0,3,3,4,5,1,1,1,4
351461.0,2,78.0,3,2,4,5,1,1,0,0
350133.0,1,42.0,2,3,2,5,1,1,1,7
350469.0,2,70.0,3,4,3,5,1,1,0,0
351781.0,2,82.0,1,3,2,5,1,1,0,0
351562.0,2,76.0,4,4,4,5,1,0,0,0
352274.0,1,91.0,2,2,2,5,1,0,0,0
351999.0,1,32.0,4,4,4,5,1,1,1,9
350827.0,2,35.0,2,4,5,5,1,1,1,6
352532.0,2,39.0,2,2,2,5,1,0,1,8
350277.0,1,69.0,4,3,4,5,1,1,0,0
350520.0,2,55.0,4,5,5,5,1,1,0,0
350172.0,1,71.0,2,4,4,4,1,1,0,0
351319.0,1,46.0,2,2,4,5,1,1,1,9
351520.0,2,76.0,1,1,1,4,1,1,0,0
351377.0,2,29.0,4,4,4,5,1,1,1,7
350166.0,2,84.0,3,3,4,4,1,1,0,0
352262.0,2,19.0,4,3,3,5,1,1,0,0
350048.0,1,51.0,1,2,1,5,1,1,1,10
350539.0,2,68.0,3,3,3,5,1,1,0,0
352087.0,2,48.0,4,4,4,5,1,1,0,0
352364.0,2,35.0,2,2,2,4,1,1,1,10
350021.0,2,67.0,2,4,2,5,1,1,0,0
351922.0,1,67.0,2,2,2,5,1,1,0,0
352066.0,2,47.0,3,2,2,4,1,1,1,6
352463.0,1,56.0,2,2,2,5,1,1,1,7
351441.0,2,45.0,5,5,5,5,1,1,0,0
351380.0,1,38.0,2,2,4,5,1,1,1,8
351476.0,1,57.0,2,2,2,5,1,1,1,9
350904.0,2,51.0,1,3,3,5,1,1,1,3
350141.0,1,61.0,5,5,5,4,1,0,0,0
352107.0,2,18.0,3,3,3,4,1,1,0,0
350148.0,1,86.0,3,4,4,5,1,1,0,0
350566.0,1,37.0,4,4,4,5,1,1,0,0
350832.0,2,75.0,2,2,4,4,1,1,0,0
351616.0,1,58.0,3,3,3,5,1,1,0,0
352653.0,2,59.0,2,2,2,3,1,1,0,0
352395.0,2,42.0,3,4,3,5,1,1,1,9
352164.0,1,35.0,2,2,2,5,1,1,1,10
350338.0,2,49.0,2,2,4,5,1,1,1,1
352043.0,2,46.0,1,1,3,5,1,1,1,4
351027.0,1,33.0,2,2,2,5,1,1,1,3
350424.0,2,45.0,2,4,5,5,1,1,1,6
352030.0,2,54.0,4,4,4,5,1,0,1,2
351394.0,1,67.0,2,4,3,5,1,1,1,10
352396.0,2,74.0,4,4,4,4,1,1,1,2
350241.0,2,73.0,4,4,2,5,1,1,0,0
350126.0,2,55.0,3,5,4,5,1,0,1,2
351758.0,2,68.0,2,4,2,5,1,0,0,0
350465.0,2,74.0,3,4,4,5,1,1,0,0
350345.0,2,37.0,3,3,4,4,1,1,0,0
350609.0,2,45.0,3,4,3,5,1,1,1,9
350348.0,2,30.0,4,4,4,5,1,1,0,0
352021.0,2,23.0,5,4,3,4,1,1,0,0
352267.0,1,51.0,3,2,3,4,1,1,1,9
351529.0,2,69.0,3,2,3,5,1,1,0,0
351860.0,2,65.0,2,3,4,5,1,1,0,0
352228.0,1,24.0,3,2,2,5,1,1,1,7
350896.0,2,77.0,4,4,4,5,1,1,0,0
351317.0,2,46.0,4,3,3,5,1,1,1,5
351863.0,1,63.0,4,3,3,5,1,1,1,2
352561.0,2,25.0,3,4,4,5,1,1,1,4
350464.0,2,55.0,2,4,3,3,1,1,1,3
351392.0,2,74.0,2,4,3,5,1,1,0,0
352722.0,1,63.0,3,4,4,5,1,1,0,0
351757.0,1,34.0,3,4,4,5,1,1,1,8
352708.0,2,40.0,4,3,4,5,1,0,0,0
350959.0,1,22.0,4,4,4,5,1,1,1,4
351960.0,1,65.0,4,4,4,5,1,1,0,0
352179.0,1,64.0,2,4,4,3,1,1,0,0
352558.0,2,27.0,5,4,4,4,1,0,1,8
351777.0,1,77.0,3,3,2,5,1,1,0,0
352356.0,2,63.0,3,3,0,5,1,1,0,0
352341.0,1,28.0,4,3,2,4,1,1,1,9
351174.0,2,45.0,2,2,2,5,1,1,0,0
352195.0,2,54.0,4,4,4,5,1,1,0,0
350206.0,2,23.0,3,2,4,5,1,1,0,0
350952.0,2,71.0,3,4,4,5,1,1,0,0
351058.0,2,84.0,4,2,4,4,1,1,0,0
352174.0,1,60.0,2,2,5,5,1,1,0,0
352715.0,2,70.0,3,2,0,5,1,1,0,0
352102.0,2,25.0,2,2,4,4,1,1,1,4
352813.0,1,47.0,3,2,4,5,1,1,1,4
351511.0,2,32.0,3,3,3,5,1,1,1,9
351080.0,1,39.0,2,2,2,5,1,1,1,8
351944.0,1,29.0,2,2,3,4,1,1,1,8
351718.0,1,42.0,2,2,2,4,1,1,1,4
350992.0,1,59.0,4,4,3,4,1,1,1,9
352343.0,1,19.0,4,4,4,4,1,1,1,2
351634.0,1,70.0,5,3,4,5,1,1,1,0
351433.0,1,88.0,3,2,2,5,1,1,0,0
351056.0,2,78.0,3,2,2,4,1,1,0,0
351344.0,2,36.0,2,2,2,5,1,1,1,9
351851.0,2,29.0,4,3,4,5,1,1,1,0
352203.0,2,56.0,3,3,2,4,1,1,0,0
351082.0,1,59.0,3,3,3,5,1,1,1,8
351730.0,1,56.0,5,5,5,5,1,1,1,7
351639.0,2,44.0,3,4,2,5,1,1,1,0
350974.0,1,75.0,2,4,2,4,1,1,0,0
351540.0,2,53.0,4,3,5,5,1,0,0,0
351091.0,2,84.0,2,2,2,5,1,1,0,0
351801.0,1,52.0,1,4,2,5,1,1,1,3
351512.0,2,51.0,3,2,2,4,1,1,1,0
350496.0,2,18.0,1,2,2,5,1,0,0,0
350936.0,2,36.0,4,2,2,3,1,1,1,5
350752.0,2,22.0,2,2,3,5,1,1,1,1
352044.0,2,29.0,3,3,4,5,1,1,1,1
351973.0,2,53.0,2,2,3,3,1,1,1,0
352494.0,2,68.0,2,3,2,5,1,1,0,0
350542.0,2,72.0,5,5,3,4,1,1,0,0
350965.0,1,51.0,2,2,2,5,1,1,1,4
350939.0,2,24.0,1,1,1,5,1,1,1,2
351859.0,2,51.0,2,4,3,5,1,1,0,0
351033.0,1,32.0,2,2,4,5,1,1,0,0
352526.0,1,84.0,1,4,3,2,1,1,0,0
350120.0,2,43.0,3,3,3,5,1,1,1,7
352377.0,2,74.0,3,4,3,4,1,1,0,0
351037.0,2,51.0,3,4,4,4,1,1,1,0
351284.0,2,82.0,2,4,2,5,1,1,0,0
350799.0,1,57.0,5,4,2,5,1,1,1,4
350649.0,1,52.0,4,2,4,5,1,1,1,6
352414.0,2,82.0,5,5,3,4,1,1,0,0
352806.0,2,36.0,2,2,2,5,1,1,1,5
351141.0,2,63.0,2,4,2,5,1,1,1,6
350817.0,2,80.0,4,4,4,5,1,1,0,0
351169.0,1,39.0,2,3,1,5,1,1,1,3
350792.0,1,52.0,3,3,2,5,1,1,1,0
351693.0,1,36.0,4,2,3,5,1,1,1,4
352399.0,1,81.0,3,4,5,4,1,1,0,0
352172.0,2,63.0,4,4,4,5,1,0,1,1
350772.0,2,72.0,1,1,1,3,1,1,0,0
352848.0,2,82.0,3,2,3,5,1,1,0,0
352379.0,1,38.0,3,2,2,4,1,1,1,8
351661.0,2,39.0,3,3,3,4,1,1,0,0
352824.0,2,42.0,4,2,4,5,1,1,1,2
352855.0,1,58.0,5,5,5,5,1,0,1,2
350293.0,2,85.0,3,2,5,5,1,1,0,0
352778.0,2,52.0,3,4,5,5,1,1,1,2
351085.0,1,70.0,5,4,5,5,1,1,0,0
351802.0,1,62.0,2,3,2,5,1,1,0,0
352510.0,2,49.0,4,4,4,5,1,1,1,6
351310.0,1,81.0,3,3,3,5,1,1,0,0
351107.0,1,94.0,2,2,2,5,1,1,0,0
350037.0,1,22.0,3,2,1,4,1,1,1,7
352058.0,2,43.0,2,2,2,5,1,1,1,2
352013.0,1,55.0,2,2,2,5,1,1,1,7
351458.0,1,72.0,2,2,4,4,1,1,0,0
352082.0,1,51.0,3,4,2,4,1,1,1,8
352565.0,1,53.0,4,3,4,4,1,1,1,9
351852.0,2,63.0,2,4,2,5,1,1,0,0
351740.0,2,30.0,3,3,4,5,1,1,1,3
351499.0,2,52.0,3,3,5,5,1,1,1,3
351603.0,2,39.0,4,5,2,5,1,1,1,7
350411.0,2,69.0,4,4,4,5,1,1,0,0
352028.0,1,59.0,3,4,3,5,1,1,1,10
351530.0,2,65.0,3,4,3,5,1,1,0,0
350879.0,2,22.0,2,2,4,5,1,1,0,0
350379.0,2,27.0,3,3,3,5,1,1,1,6
352661.0,1,65.0,4,4,4,4,1,1,1,6
350630.0,2,90.0,3,4,4,5,1,1,0,0
351064.0,2,65.0,4,4,2,4,1,1,1,4
350822.0,2,47.0,2,2,2,4,1,1,1,6
350733.0,2,42.0,2,2,4,5,1,1,0,0
351519.0,2,68.0,4,4,4,5,1,1,0,0
351952.0,2,69.0,1,2,2,4,1,1,1,3
351846.0,1,50.0,1,2,1,5,1,1,0,0
350716.0,2,34.0,2,2,2,4,1,1,0,0
352868.0,1,53.0,2,2,2,5,1,1,1,4
350020.0,2,50.0,3,3,2,2,1,1,1,2
352090.0,1,32.0,3,2,2,5,1,1,1,5
350739.0,2,34.0,5,5,5,4,1,0,0,0
351933.0,1,41.0,2,3,1,5,1,1,0,0
351611.0,1,25.0,1,1,1,5,1,1,1,2
350334.0,2,65.0,3,4,4,5,1,1,0,0
350164.0,1,27.0,5,4,4,5,1,1,1,7
350946.0,2,42.0,5,5,4,5,1,0,1,10
351354.0,1,24.0,4,4,2,4,1,1,1,4
350973.0,2,42.0,4,4,4,5,1,0,1,8
352744.0,2,46.0,4,4,5,5,1,0,1,5
352707.0,2,72.0,3,4,3,5,1,1,0,0
350265.0,1,69.0,2,4,3,5,1,1,0,0
351553.0,1,68.0,3,5,4,5,1,1,0,0
351131.0,1,32.0,3,2,4,4,1,1,1,7
350886.0,2,48.0,2,3,2,4,1,1,1,9
351834.0,2,63.0,3,4,3,5,1,1,0,0
351034.0,2,33.0,3,3,4,5,1,1,0,0
352009.0,2,57.0,2,2,2,5,1,1,0,0
351449.0,1,36.0,1,1,1,5,1,1,1,10
350549.0,2,55.0,2,2,3,5,3,1,1,8
350640.0,1,47.0,2,4,4,5,3,1,1,7
351932.0,1,70.0,3,4,4,4,3,1,1,1
350043.0,1,20.0,2,1,3,4,3,1,1,4
351914.0,1,63.0,4,4,2,5,3,1,0,0
350591.0,2,27.0,2,4,3,5,3,1,0,0
350828.0,1,40.0,2,2,2,4,3,1,1,8
350935.0,2,47.0,3,4,5,5,3,1,0,0
352170.0,2,50.0,2,3,3,5,3,1,1,9
350685.0,2,36.0,3,3,3,5,3,1,0,0
350767.0,1,51.0,3,3,4,1,3,1,1,6
350703.0,2,47.0,3,3,5,5,3,1,1,5
350980.0,2,17.0,4,4,4,5,3,1,0,0
350548.0,2,24.0,1,1,1,5,3,1,1,3
352142.0,1,26.0,5,5,5,5,3,1,0,0
350226.0,2,21.0,3,2,4,5,3,1,0,0
352114.0,2,63.0,3,4,3,5,3,1,0,0
352184.0,1,73.0,1,2,2,4,3,1,0,0
352361.0,2,59.0,4,2,4,2,3,1,0,0
350801.0,2,46.0,4,4,4,4,3,1,1,5
350467.0,1,31.0,3,3,3,5,3,1,1,8
352732.0,1,52.0,4,4,4,5,3,1,1,4
352126.0,2,24.0,4,5,2,5,3,1,0,0
350789.0,2,27.0,3,2,4,4,3,1,1,8
351075.0,1,62.0,2,4,2,5,3,1,1,6
351170.0,1,20.0,1,1,1,5,3,1,1,3
352052.0,2,53.0,2,2,2,5,3,1,0,0
351938.0,1,37.0,4,3,4,5,3,1,1,7
352322.0,2,48.0,3,4,2,5,1,0,1,1
350167.0,1,70.0,2,4,2,5,1,1,0,0
352171.0,1,22.0,3,2,4,4,1,1,1,5
351602.0,1,57.0,2,2,4,5,1,1,1,4
352302.0,2,64.0,2,2,3,5,1,1,0,0
351692.0,2,46.0,5,5,5,4,1,1,1,10
350914.0,1,74.0,3,4,4,5,1,1,0,0
350503.0,2,78.0,2,2,4,5,1,1,0,0
351094.0,1,60.0,2,3,2,5,1,1,1,4
350529.0,1,73.0,2,4,2,5,1,1,0,0
352645.0,1,61.0,1,4,4,4,1,1,0,0
352025.0,2,67.0,3,3,3,5,1,1,0,0
352113.0,2,61.0,3,3,3,4,1,1,1,9
352020.0,1,62.0,1,1,5,5,1,1,0,0
351391.0,1,45.0,1,3,1,5,1,1,1,4
352728.0,2,57.0,2,3,3,4,1,1,1,1
352187.0,2,69.0,1,2,2,5,1,1,0,0
352862.0,1,54.0,3,4,2,5,1,1,1,0
351108.0,1,61.0,2,2,2,5,1,1,1,10
350180.0,1,35.0,1,4,1,5,1,1,0,0
350107.0,1,84.0,2,2,2,5,3,1,0,0
351081.0,2,35.0,5,5,5,5,3,1,1,3
352064.0,2,40.0,4,4,4,4,3,1,1,7
351937.0,1,75.0,3,4,2,5,3,1,0,0
351251.0,2,71.0,2,4,4,5,3,1,0,0
351886.0,1,70.0,2,2,2,5,3,1,0,0
351689.0,2,66.0,4,4,3,5,3,1,0,0
350395.0,2,31.0,2,3,4,5,3,1,0,0
351109.0,2,66.0,4,2,2,5,3,1,0,0
351067.0,2,54.0,5,5,5,5,3,0,1,5
350964.0,1,76.0,3,4,3,5,3,1,0,0
352485.0,1,44.0,5,3,5,5,3,1,1,10
350892.0,2,81.0,3,3,3,5,3,1,0,0
350805.0,1,65.0,2,2,2,5,3,1,0,0
350125.0,1,75.0,2,2,2,5,3,1,0,0
350336.0,2,76.0,2,2,2,5,3,1,0,0
352549.0,1,19.0,1,3,3,5,3,1,0,0
351843.0,2,57.0,3,4,4,5,3,0,1,9
352469.0,1,25.0,2,2,2,5,3,1,1,4
350181.0,2,66.0,1,2,1,5,3,1,0,0
351884.0,1,68.0,1,1,1,5,3,1,1,0
350419.0,2,63.0,3,3,5,5,3,1,0,0
350949.0,2,25.0,4,4,4,5,3,1,1,4
352826.0,1,50.0,2,4,4,4,3,1,1,2
350466.0,1,54.0,2,4,4,5,3,1,1,5
352562.0,2,31.0,2,4,2,5,3,1,1,7
351582.0,1,53.0,3,4,4,4,3,1,1,5
352516.0,2,19.0,2,4,4,5,3,1,0,0
350019.0,1,54.0,3,2,2,5,3,1,1,4
352035.0,2,60.0,1,2,2,4,3,1,1,3
350129.0,2,49.0,4,3,4,5,3,1,0,0
350983.0,2,52.0,4,4,4,5,3,1,1,0
350478.0,1,43.0,3,4,3,5,3,1,1,4
351697.0,1,40.0,3,2,3,5,3,1,1,0
351223.0,1,29.0,3,3,4,5,3,1,1,5
351388.0,1,40.0,4,2,3,5,3,1,1,7
350239.0,2,71.0,4,4,3,5,3,1,0,0
350007.0,1,36.0,4,4,5,5,3,1,0,0
350727.0,2,85.0,2,2,4,5,3,1,0,0
352765.0,2,74.0,4,4,4,4,3,1,0,0
350717.0,1,62.0,3,4,4,5,3,1,1,6
350754.0,2,61.0,4,4,2,5,3,1,1,8
352086.0,1,75.0,3,4,3,4,3,1,0,0
352204.0,2,34.0,2,2,2,5,3,1,1,9
350103.0,2,69.0,4,4,4,5,3,1,0,0
350279.0,2,82.0,2,4,3,5,3,1,0,0
352280.0,2,27.0,1,1,1,4,3,1,1,6
351997.0,1,45.0,5,4,5,5,3,1,1,6
351073.0,2,70.0,2,5,3,5,3,0,0,0
351745.0,2,27.0,3,3,4,5,3,1,0,0
351269.0,1,65.0,4,2,4,5,3,1,0,0
352777.0,2,24.0,3,2,4,5,3,1,1,2
352017.0,2,23.0,1,2,2,5,1,1,1,0
351836.0,1,29.0,3,1,4,4,1,1,1,7
351078.0,2,35.0,1,1,4,5,1,1,1,6
350252.0,1,54.0,5,5,5,5,1,1,1,9
351471.0,2,76.0,2,3,3,4,1,1,0,0
352336.0,2,65.0,4,5,4,5,1,0,1,0
350860.0,1,24.0,2,2,2,4,1,1,1,9
351525.0,1,59.0,2,3,3,5,1,1,1,6
351256.0,1,34.0,4,3,4,4,1,1,1,9
350168.0,1,40.0,1,1,1,1,1,1,1,2
350294.0,1,55.0,5,5,5,5,1,1,0,0
352677.0,1,64.0,3,2,2,4,1,1,0,0
350941.0,2,55.0,1,4,3,3,1,1,1,9
352546.0,1,72.0,2,2,2,5,1,1,0,0
352566.0,1,66.0,2,2,4,5,1,1,0,0
350017.0,2,78.0,1,1,1,4,1,1,0,0
351538.0,2,43.0,4,4,3,5,1,1,1,6
352088.0,2,68.0,5,4,4,3,1,1,0,0
352457.0,1,59.0,2,3,2,5,1,1,0,0
350596.0,2,61.0,4,4,4,5,1,1,1,0
352870.0,2,42.0,3,4,3,5,1,1,1,8
350473.0,2,40.0,3,3,3,5,1,0,0,0
351495.0,2,77.0,3,3,2,5,1,1,0,0
351883.0,1,79.0,3,2,3,5,1,1,0,0
350607.0,2,55.0,2,2,2,4,1,1,1,2
352650.0,2,34.0,4,4,3,5,1,1,0,0
350874.0,1,77.0,2,2,3,5,1,1,0,0
352248.0,2,78.0,2,2,2,5,1,1,0,0
351666.0,1,39.0,5,5,5,5,1,1,1,9
350204.0,1,43.0,5,5,5,5,1,0,1,10
350555.0,2,40.0,3,2,4,5,1,1,0,0
352242.0,2,28.0,2,3,2,5,1,1,0,0
350065.0,2,33.0,2,2,4,5,1,1,1,4
352772.0,1,24.0,2,2,3,5,1,1,1,9
350829.0,1,54.0,1,1,4,4,1,1,1,10
350736.0,2,81.0,4,4,3,5,1,1,0,0
352115.0,2,42.0,3,5,4,5,1,1,1,5
351953.0,1,70.0,2,4,4,5,1,1,0,0
350934.0,2,25.0,3,3,3,5,1,1,1,5
350290.0,2,54.0,2,3,3,5,1,1,1,2
350988.0,1,61.0,1,4,3,4,1,1,0,0
350490.0,1,62.0,2,2,2,5,1,1,1,2
350782.0,1,77.0,2,3,2,4,1,1,0,0
352400.0,2,81.0,4,4,4,5,1,1,0,0
352499.0,2,75.0,3,3,3,4,1,1,0,0
351896.0,2,35.0,3,3,3,5,1,1,0,0
350702.0,2,27.0,4,4,3,5,1,1,1,3
350152.0,2,21.0,2,2,2,4,1,1,0,0
350737.0,2,26.0,2,2,4,4,1,0,1,5
350750.0,1,49.0,5,5,3,5,1,1,1,10
350757.0,2,71.0,4,4,3,4,1,1,0,0
350073.0,1,42.0,4,2,1,5,1,1,1,9
352015.0,1,33.0,3,4,3,5,1,1,1,0
350501.0,2,41.0,3,2,4,4,1,1,0,0
350458.0,2,33.0,3,3,5,5,1,0,1,0
351215.0,2,72.0,2,2,4,5,1,1,0,0
350030.0,1,33.0,4,4,3,5,1,1,1,9
350282.0,1,23.0,4,4,4,5,1,1,1,0
351408.0,2,20.0,2,4,3,3,1,1,0,0
352257.0,1,47.0,3,4,3,5,1,1,1,3
351382.0,2,43.0,3,4,4,5,1,1,1,5
350970.0,2,29.0,3,3,3,3,1,1,1,3
350195.0,2,60.0,2,3,3,5,1,1,0,0
350850.0,2,67.0,3,4,4,4,1,1,0,0
352632.0,1,34.0,3,2,3,4,1,1,1,10
352678.0,2,55.0,3,3,3,4,1,1,1,0
350137.0,2,76.0,3,3,3,5,1,1,0,0
351079.0,2,34.0,2,2,2,5,1,1,1,6
350006.0,1,58.0,4,4,5,5,1,1,1,7
351983.0,1,29.0,3,1,3,5,1,1,1,8
350994.0,1,30.0,3,2,3,5,1,1,1,6
350530.0,2,52.0,5,5,5,5,1,0,1,6
350668.0,2,52.0,4,4,4,5,1,1,1,6
352552.0,2,66.0,4,4,4,5,1,1,0,0
351263.0,2,72.0,3,3,3,5,1,1,0,0
350242.0,2,62.0,2,2,2,4,1,1,1,6
350093.0,1,50.0,4,2,4,5,1,1,0,0
350090.0,2,69.0,1,1,1,5,1,1,0,0
350715.0,2,34.0,4,2,2,5,1,1,1,4
350311.0,1,52.0,4,4,4,5,1,1,1,10
350729.0,1,20.0,3,3,3,5,1,1,0,0
350953.0,2,68.0,3,3,4,5,1,1,0,0
352631.0,1,75.0,5,5,4,5,1,1,0,0
350794.0,2,18.0,2,2,2,5,1,1,0,0
351133.0,2,45.0,4,4,4,5,1,1,1,8
351221.0,2,24.0,2,3,2,5,1,1,1,7
352576.0,1,39.0,4,2,3,3,1,1,1,10
352214.0,2,89.0,2,3,3,5,1,1,0,0
350889.0,1,82.0,2,3,2,5,1,1,0,0
351810.0,2,48.0,3,2,4,5,1,1,1,2
352220.0,2,56.0,3,5,2,4,1,1,0,0
352275.0,1,52.0,4,3,1,5,1,1,1,9
352212.0,2,53.0,3,4,3,5,1,1,0,0
352037.0,1,45.0,3,3,5,5,1,1,1,6
351267.0,1,33.0,4,4,4,5,1,1,1,5
351604.0,1,43.0,4,4,4,5,1,1,1,5
351633.0,2,81.0,3,3,3,5,1,1,0,0
351239.0,2,32.0,3,1,4,5,1,1,1,4
350837.0,2,71.0,3,4,4,4,1,1,0,0
350365.0,1,47.0,1,5,2,5,1,0,0,0
352681.0,1,56.0,2,2,4,5,1,1,0,0
350378.0,1,25.0,3,4,4,5,1,1,1,7
350273.0,2,29.0,4,5,5,5,1,1,0,0
350816.0,2,24.0,2,2,4,5,1,1,1,7
351446.0,1,55.0,3,4,4,5,1,1,1,10
352667.0,2,26.0,3,3,3,5,1,0,0,0
351974.0,1,25.0,3,2,4,4,1,1,1,8
350522.0,1,30.0,4,2,3,5,1,1,1,9
350912.0,2,25.0,2,2,4,5,1,1,1,8
351103.0,1,31.0,5,5,5,5,1,1,1,10
352286.0,1,31.0,1,4,3,5,1,1,1,7
350569.0,2,25.0,5,5,5,5,1,1,0,0
350158.0,1,54.0,3,3,3,5,1,1,1,0
352201.0,1,64.0,4,5,4,5,1,1,0,0
350930.0,2,38.0,2,5,4,5,1,1,1,2
351396.0,1,64.0,3,2,3,4,1,1,0,0
351504.0,2,70.0,5,5,5,5,1,1,0,0
351902.0,2,49.0,5,5,5,5,1,1,1,10
351874.0,2,57.0,4,2,3,4,1,1,1,10
351831.0,1,50.0,5,4,4,5,1,1,1,8
351659.0,2,18.0,3,3,4,5,1,1,0,0
351951.0,2,48.0,3,3,2,5,1,1,1,9
352817.0,2,31.0,5,5,5,5,1,1,1,8
351240.0,1,30.0,4,2,2,5,1,1,1,0
350092.0,1,31.0,5,2,3,5,1,1,1,7
351339.0,1,33.0,5,5,5,5,1,1,1,10
350470.0,2,20.0,4,5,4,5,1,0,1,8
351106.0,2,33.0,3,5,5,5,1,1,0,0
352289.0,1,62.0,4,3,4,4,1,1,1,4
350858.0,2,36.0,3,3,3,5,1,1,0,0
352420.0,1,39.0,4,4,4,4,1,1,1,1
351315.0,1,44.0,3,3,3,5,1,1,1,8
351584.0,2,50.0,4,4,4,3,1,1,0,0
352285.0,1,34.0,4,5,5,4,1,1,1,7
350706.0,1,69.0,3,4,4,3,1,0,0,0
351799.0,2,60.0,5,5,5,3,1,0,0,0
350124.0,2,61.0,2,5,4,5,1,1,0,0
352723.0,1,21.0,3,3,3,4,1,1,0,0
350776.0,1,30.0,2,2,2,5,1,1,0,0
352857.0,2,53.0,4,4,4,5,1,1,0,0
352702.0,2,34.0,4,4,4,3,1,1,0,0
350260.0,1,55.0,3,3,3,3,1,1,1,0
350444.0,2,65.0,2,2,2,4,1,1,1,3
350308.0,2,35.0,2,2,4,5,1,1,1,1
351830.0,2,29.0,4,3,4,1,1,1,0,0
352664.0,1,74.0,1,3,3,3,1,1,0,0
350218.0,1,86.0,3,2,3,5,1,1,0,0
352388.0,2,27.0,4,2,4,5,1,1,1,1
352550.0,2,55.0,5,5,5,5,1,1,1,6
352713.0,1,45.0,2,2,3,5,1,1,1,4
351376.0,2,58.0,3,4,3,5,1,1,0,0
350497.0,2,54.0,3,4,4,5,1,1,1,9
350236.0,1,84.0,2,2,4,3,1,1,0,0
352294.0,1,62.0,4,3,3,5,1,1,1,7
352816.0,1,69.0,4,4,5,5,1,1,0,0
350687.0,1,58.0,2,4,4,5,1,1,1,2
350200.0,2,55.0,2,2,2,5,1,1,1,3
351728.0,2,51.0,2,3,4,5,1,1,1,4
352239.0,2,18.0,2,2,4,5,1,1,1,1
350693.0,1,80.0,3,5,2,5,1,1,0,0
350484.0,1,26.0,3,3,3,5,1,1,1,6
351858.0,1,58.0,3,3,3,5,1,1,1,6
350749.0,1,35.0,4,4,3,5,1,1,0,0
352593.0,2,37.0,2,2,4,5,1,1,0,0
351768.0,1,58.0,3,2,2,4,1,1,1,4
350587.0,2,53.0,5,5,5,5,1,0,1,7
352846.0,1,24.0,3,3,4,5,1,1,1,5
352120.0,1,46.0,5,4,4,4,1,1,1,0
350595.0,2,48.0,5,2,2,5,1,1,1,4
351089.0,2,54.0,3,3,3,5,1,1,1,5
351923.0,1,71.0,3,4,5,5,1,1,0,0
352245.0,1,53.0,2,2,2,5,1,1,1,2
350538.0,2,53.0,2,2,4,4,1,1,1,3
351271.0,2,49.0,3,2,3,5,1,1,1,2
